subject_id,age,gender,block,stage,fixation_onset,fixation_offset,stim_onset,stim_offset,ITI_onset,ITI_offset,response,label_onset,condition,nonword,subject_response,true_response,correct,rt,frame_rate,date,
007,24,Female,0,training,63.70454820001032,64.20473550003953,64.36699210002553,75.63932990003377,75.6552230999805,76.65035240002908,75.63918000005651,None,other,BRUYP,space,space,1,11272.187900030985,60,2025-03-26_13h31.37.204
007,24,Female,0,training,76.65457350003999,77.15465369995218,77.32278990000486,89.35590069997124,89.37185070000123,90.57739140000194,89.35574080003425,None,other,LVUSQ,space,space,1,12032.950900029391,60,2025-03-26_13h31.51.131
007,24,Female,0,training,90.5836073999526,91.08527879999019,91.24305309995543,108.03926740004681,108.05512879998423,108.87131680001039,108.03910669998731,None,self,PRNFL,space,space,1,16796.053600031883,60,2025-03-26_13h32.09.425
007,24,Female,0,training,108.87653799995314,109.37770439998712,109.51646269997582,134.40642629994545,134.4217244000174,135.57146600005217,134.4062723000534,None,self,MSNRV,space,space,1,24889.80960007757,60,2025-03-26_13h32.36.126
007,24,Female,0,training,135.57481250003912,136.07591220003087,136.23610760003794,172.28935600002296,172.30510090000462,173.09459410002455,172.2891893000342,None,other,DLNTE,space,space,1,36053.081699996255,60,2025-03-26_13h33.13.649
007,24,Female,0,training,173.09981749998406,173.60075049998704,173.78128480003215,209.15682090003975,209.17169190000277,209.7813694999786,209.1566694000503,None,self,TEUKP,space,space,1,35375.38460001815,60,2025-03-26_13h33.50.335
007,24,Female,0,training,209.786594199948,210.2878777999431,210.45858510001563,223.15632700000424,223.17174300004262,224.08378969994374,223.1561676999554,None,self,YPUQS,space,space,1,12697.582599939778,60,2025-03-26_13h34.04.638
007,24,Female,0,training,224.0890332000563,224.5897399999667,224.737980099977,245.7059494999703,245.7217454999918,246.3613151999889,245.70578319998458,None,other,NVUSR,space,space,1,20967.803100007586,60,2025-03-26_13h34.26.915
007,24,Female,0,training,246.36654189997353,246.86833119997755,247.02581859997008,251.05594500002917,251.07173790002707,252.58828579995316,251.0557902000146,None,self,JKNGR,space,space,1,4029.9716000445187,60,2025-03-26_13h34.33.142
007,24,Female,0,training,252.59350650000852,253.09451780002564,253.22965550003573,260.1725340000121,260.1884111999534,261.249706099974,260.1723791999975,None,self,MLUHN,space,space,1,6942.723699961789,60,2025-03-26_13h34.41.804
007,24,Female,0,training,261.25488000002224,261.756550500053,261.88118909997866,277.3895473999437,277.40508559998125,277.93164910003543,277.38938319997396,None,other,JDNIV,space,space,1,15508.194099995308,60,2025-03-26_13h34.58.486
007,24,Female,0,training,277.93676459998824,278.43785640003625,278.60849290003534,292.07254650001414,292.0884233999532,292.76941730000544,292.07238839997444,None,other,SXNQT,space,space,1,13463.895499939099,60,2025-03-26_13h35.13.323
007,24,Female,1,training,292.77467610000167,293.27543519996107,293.43432090000715,299.12258079997264,299.13848960003816,300.0885843000142,299.1224213000387,None,other,BRUYP,space,space,1,5688.100400031544,60,2025-03-26_13h35.20.643
007,24,Female,1,training,300.0937033999944,300.59444560005795,300.7164040999487,301.7891735000303,301.8051512000384,303.1288360999897,301.789024699945,None,other,LVUSQ,space,space,1,1072.6205999962986,60,2025-03-26_13h35.23.683
007,24,Female,1,training,303.13238059997093,303.63397920003626,303.7516751999501,305.3722908999771,305.3874879999785,306.7125989999622,305.3721805999521,None,self,PRNFL,space,space,1,1620.5054000020027,60,2025-03-26_13h35.27.267
007,24,Female,1,training,306.7177485000575,307.21837829996366,307.3330448999768,309.256117300014,309.2716393000446,309.82917839998845,309.25596460001543,None,self,MSNRV,space,space,1,1922.9197000386193,60,2025-03-26_13h35.30.383
007,24,Female,1,training,309.83433069998864,310.33494900004007,310.4553111999994,314.9392225999618,314.9551049999427,316.0457549999701,314.93905549997,None,other,DLNTE,space,space,1,4483.744299970567,60,2025-03-26_13h35.36.600
007,24,Female,1,training,316.0510316999862,316.55258619994856,316.67549599998165,317.6559460000135,317.67171959998086,319.0921182000311,317.6557902999921,None,self,TEUKP,space,space,1,980.2943000104278,60,2025-03-26_13h35.39.646
007,24,Female,1,training,319.09728999994695,319.5987701000413,319.69865669996943,321.37306849996094,321.3884508999763,322.5297059000004,321.3729093000293,None,self,YPUQS,space,space,1,1674.2526000598446,60,2025-03-26_13h35.43.084
007,24,Female,1,training,322.5349193000002,323.0357829000568,323.141626699944,324.8725208999822,324.88846369995736,325.70855920005124,324.8723678999813,None,other,NVUSR,space,space,1,1730.7412000373006,60,2025-03-26_13h35.46.263
007,24,Female,1,training,325.71375049999915,326.2149236999685,326.3353245999897,327.22268969996367,327.2384079999756,328.5653267999878,327.22253549995366,None,self,JKNGR,space,space,1,887.210899963975,60,2025-03-26_13h35.49.119
007,24,Female,1,training,328.5705466000363,329.0709924000548,329.16579720005393,330.68918340001255,330.7050454999553,331.30068200000096,330.68902479996905,None,self,MLUHN,space,space,1,1523.227599915117,60,2025-03-26_13h35.51.855
007,24,Female,1,training,331.3058607999701,331.80720060004387,331.92148809996434,333.1226032000268,333.1387148000067,333.7853221000405,333.12245090003125,None,other,JDNIV,space,space,1,1200.9628000669181,60,2025-03-26_13h35.54.339
007,24,Female,1,training,333.79047300003003,334.2918498000363,334.4076727000065,338.339159199968,338.35507050005253,338.99412699998356,338.3390008000424,None,other,SXNQT,space,space,1,3931.3281000358984,60,2025-03-26_13h35.59.548
007,24,Female,2,training,338.9993444000138,339.49952039995696,339.59484999999404,344.7567592000123,344.77168430003803,345.7884019999765,344.75660389999393,None,other,BRUYP,space,space,1,5161.753899999894,60,2025-03-26_13h36.06.342
007,24,Female,2,training,345.79351939994376,346.2944618000183,346.4479582000058,351.42253280000295,351.4383813999593,352.480094700004,351.4223773999838,None,other,LVUSQ,space,space,1,4974.419199978001,60,2025-03-26_13h36.13.034
007,24,Female,2,training,352.48533109994605,352.9861962000141,353.1091294999933,357.8558541999664,357.87176610005554,359.3798766999971,357.85569660004694,None,self,PRNFL,space,space,1,4746.567100053653,60,2025-03-26_13h36.19.934
007,24,Female,2,training,359.38512830005493,359.88556419999804,360.0001347999787,361.62084860005416,361.63726560003124,362.3834167999448,361.6208022000501,None,self,MSNRV,space,space,1,1620.6674000713974,60,2025-03-26_13h36.22.937
007,24,Female,2,training,362.388577900012,362.8902463000268,362.9890980999917,364.82258709997404,364.8384360000491,365.7795332999667,364.82242199999746,None,other,DLNTE,space,space,1,1833.3239000057802,60,2025-03-26_13h36.26.334
007,24,Female,2,training,365.78420090000145,366.2849786999868,366.40847310004756,368.2891525999876,368.3050159000559,369.631860399968,368.2889938999433,None,self,TEUKP,space,space,1,1880.5207998957485,60,2025-03-26_13h36.30.186
007,24,Female,2,training,369.6370196000207,370.1378305000253,370.2699250000296,374.7732703000074,374.78820439998526,375.52124619996175,374.7731069000438,None,self,YPUQS,space,space,1,4503.1819000141695,60,2025-03-26_13h36.36.075
007,24,Female,2,training,375.52648720005527,376.0271512999898,376.1486195999896,379.3058441999601,379.32174929999746,380.0044970000163,379.3056888000574,None,other,NVUSR,space,space,1,3157.069200067781,60,2025-03-26_13h36.40.558
007,24,Female,2,training,380.00965110003017,380.51106020004954,380.62824889994226,382.2558415000094,382.2717238999903,383.6606730000349,382.2556764000328,None,self,JKNGR,space,space,1,1627.4275000905618,60,2025-03-26_13h36.44.215
007,24,Female,2,training,383.6658094000304,384.16736269998364,384.28155880002305,390.97244449995924,390.98836469999515,391.6215017000213,390.9722891000565,None,self,MLUHN,space,space,1,6690.730300033465,60,2025-03-26_13h36.52.175
007,24,Female,2,training,391.626613899949,392.12760340003297,392.28523659997154,393.02240330004133,393.03841449995525,393.8405777999433,393.02224179997575,None,other,JDNIV,space,space,1,737.0052000042051,60,2025-03-26_13h36.54.395
007,24,Female,2,training,393.8459141999483,394.346363699995,394.46677890000865,395.2058604999911,395.22186030005105,396.24424629996065,395.2057026999537,None,other,SXNQT,space,space,1,738.9237999450415,60,2025-03-26_13h36.56.798
007,24,Female,3,training,396.2494798999978,396.7497160000494,396.87260360002983,397.99074140004814,398.0050319000147,399.083812900004,397.99058970005717,None,other,BRUYP,space,space,1,1117.9861000273377,60,2025-03-26_13h36.59.638
007,24,Female,3,training,399.0890026000561,399.59046920004766,399.7134014000185,401.1569258000236,401.17171090003103,401.77912289998494,401.1567744000349,None,other,LVUSQ,space,space,1,1443.373000016436,60,2025-03-26_13h37.02.333
007,24,Female,3,training,401.7842676000437,402.2850315000396,402.402061700006,403.1901537999511,403.2050806999905,403.7339525000425,403.19000339997,None,self,PRNFL,space,space,1,787.9416999639943,60,2025-03-26_13h37.04.288
007,24,Female,3,training,403.7392612999538,404.2399398999987,404.3557194999885,404.93923150002956,404.9550538000185,406.2664350999985,404.9390656000469,None,self,MSNRV,space,space,1,583.3461000584066,60,2025-03-26_13h37.06.820
007,24,Female,3,training,406.27153519995045,406.7717768000439,406.8861517000478,408.3568342999788,408.3715633000247,409.06288099999074,408.35663129994646,None,other,DLNTE,space,space,1,1470.479599898681,60,2025-03-26_13h37.09.617
